customer_id,recency,frequency,monetary,cluster,segment
C117337,114,8,272505.55,1,At Risk
C117338,12,12,1058706.69,0,Champions
C117339,92,7,1086065.33,3,Loyal Customers
C117340,280,11,1477016.6199999999,0,Champions
C117341,98,6,637107.21,1,At Risk
C117342,96,12,1978664.87,0,Champions
C117343,29,10,1575280.49,0,Champions
C117344,14,10,1056885.34,0,Champions
C117345,113,7,834672.9299999999,3,Loyal Customers
C117346,158,6,392994.44999999995,1,At Risk
C117347,60,5,370434.32,1,At Risk
C117348,49,6,700957.15,1,At Risk
C117349,254,6,431955.30000000005,1,At Risk
C117350,66,7,401062.42,1,At Risk
C117351,20,6,774414.0,3,Loyal Customers
C117352,115,5,436301.80000000005,1,At Risk
C117353,117,10,1179547.35,0,Champions
C117354,2,6,224569.33000000002,1,At Risk
C117355,9,6,466902.70999999996,1,At Risk
C117356,462,6,422202.66000000003,2,New / Low Engagement
C117357,128,10,1175372.2,0,Champions
C117358,10,15,1485887.0425,0,Champions
C117359,316,4,527772.77,2,New / Low Engagement
C117360,50,8,487619.54000000004,3,Loyal Customers
C117361,26,10,383996.25,3,Loyal Customers
C117362,1,8,1117342.8,3,Loyal Customers
C117363,11,6,444334.5,1,At Risk
C117364,58,6,716459.29,1,At Risk
C117365,54,7,1103311.46,3,Loyal Customers
C117366,46,6,619200.9,1,At Risk
C117367,179,11,968194.29,3,Loyal Customers
C117368,261,5,336026.97,1,At Risk
C117369,348,4,162472.04,2,New / Low Engagement
C117370,264,7,657791.12,3,Loyal Customers
C117371,125,6,329484.86,1,At Risk
C117372,197,5,518001.1,1,At Risk
C117373,5,15,1480815.48,0,Champions
C117374,233,5,345326.91000000003,1,At Risk
C117375,22,8,1258137.62,3,Loyal Customers
C117376,223,9,863721.98,3,Loyal Customers
C117377,7,8,852680.25,3,Loyal Customers
C117378,31,10,1105339.33,0,Champions
C117379,34,5,283826.25,1,At Risk
C117380,95,4,374966.45999999996,1,At Risk
C117381,31,9,668228.85,3,Loyal Customers
C117382,169,6,727055.21,1,At Risk
C117383,38,3,52292.09,1,At Risk
C117384,82,7,640090.6,3,Loyal Customers
C117385,173,10,985369.82,3,Loyal Customers
C117386,147,4,210646.77,1,At Risk
C117387,310,3,263208.43,2,New / Low Engagement
C117388,277,5,492502.06999999995,2,New / Low Engagement
C117389,100,7,416778.565,1,At Risk
C117390,91,10,1420925.98,0,Champions
C117391,133,7,521666.1,1,At Risk
C117392,321,4,464603.56000000006,2,New / Low Engagement
C117393,198,4,358097.16,1,At Risk
C117394,238,6,595628.0599999999,1,At Risk
C117395,8,7,753320.7000000001,3,Loyal Customers
C117396,275,7,630475.62,2,New / Low Engagement
C117397,180,6,962475.074,3,Loyal Customers
C117398,496,4,701351.65,2,New / Low Engagement
C117399,149,10,1207816.58,0,Champions
C117400,198,3,207736.15999999997,1,At Risk
C117401,406,7,684603.3999999999,2,New / Low Engagement
C117402,10,12,1485772.1900000002,0,Champions
C117403,56,4,302655.85,1,At Risk
C117404,82,9,624534.45,3,Loyal Customers
C117405,771,2,89952.55,2,New / Low Engagement
C117406,106,7,869574.88,3,Loyal Customers
C117407,8,12,2091296.21,0,Champions
C117408,122,13,1051558.21,0,Champions
C117409,494,7,939923.57,2,New / Low Engagement
C117410,127,13,1536453.53,0,Champions
C117411,2,5,815764.06,1,At Risk
C117412,129,7,637427.46,3,Loyal Customers
C117413,196,3,603567.42,1,At Risk
C117414,24,7,762440.2000000001,3,Loyal Customers
C117415,224,6,741205.926,1,At Risk
C117416,1,6,484444.86,1,At Risk
C117417,139,4,297660.59,1,At Risk
C117418,36,11,1470690.44,0,Champions
C117419,141,7,606399.79,1,At Risk
C117420,1,4,315270.01,1,At Risk
C117421,125,9,1055849.4,3,Loyal Customers
C117422,165,7,836423.35,3,Loyal Customers
C117423,137,12,1401787.2,0,Champions
C117424,6,8,560685.24,3,Loyal Customers
C117425,99,5,585004.79,1,At Risk
C117426,52,12,933232.61,0,Champions
C117427,13,7,1064766.51,3,Loyal Customers
C117428,23,4,935806.194,1,At Risk
C117429,258,13,1247295.15,0,Champions
C117430,191,4,276190.54000000004,1,At Risk
C117431,53,10,1061170.41,3,Loyal Customers
C117432,64,13,1186555.6099999999,0,Champions
C117433,548,6,653073.83,2,New / Low Engagement
C117434,65,10,471604.184,3,Loyal Customers
C117435,44,9,730504.48,3,Loyal Customers
C117436,8,4,253980.22999999998,1,At Risk
C117437,493,6,485922.61,2,New / Low Engagement
C117438,470,4,506002.49,2,New / Low Engagement
C117439,492,5,526193.54,2,New / Low Engagement
C117440,83,7,715468.77,3,Loyal Customers
C117441,54,7,506352.97,1,At Risk
C117442,9,8,1154588.44,3,Loyal Customers
C117443,54,11,1242992.7550000001,0,Champions
C117444,93,9,1197601.6199999999,0,Champions
C117445,54,13,1413857.74,0,Champions
C117446,57,10,768860.56,3,Loyal Customers
C117447,170,9,742868.54,3,Loyal Customers
C117448,623,7,577708.26,2,New / Low Engagement
C117449,26,8,718436.2000000001,3,Loyal Customers
C117450,116,5,859123.5,1,At Risk
C117451,296,7,705155.23,2,New / Low Engagement
C117452,165,13,1285806.3805,0,Champions
C117453,82,5,449626.43,1,At Risk
C117454,193,6,418517.81,1,At Risk
C117455,90,11,777165.5,3,Loyal Customers
C117456,609,4,323718.82,2,New / Low Engagement
C117457,567,4,482952.11,2,New / Low Engagement
C117458,190,6,259485.66,1,At Risk
C117459,170,5,538812.88,1,At Risk
C117460,67,5,496858.89,1,At Risk
C117461,315,6,604599.9199999999,2,New / Low Engagement
C117462,14,7,870921.5900000001,3,Loyal Customers
C117463,9,11,1188149.94,0,Champions
C117464,361,11,737483.84,3,Loyal Customers
C117465,76,8,913790.1869999999,3,Loyal Customers
C117466,136,4,236064.91,1,At Risk
C117467,97,10,1022402.74,3,Loyal Customers
C117468,605,4,281468.76,2,New / Low Engagement
C117469,64,11,1447642.23,0,Champions
C117470,29,5,514729.32,1,At Risk
C117471,33,5,395563.8,1,At Risk
C117472,6,8,737784.344,3,Loyal Customers
C117473,9,8,1202278.8,3,Loyal Customers
C117474,194,3,399047.49,1,At Risk
C117475,217,8,1068917.18,3,Loyal Customers
C117476,162,6,366948.27,1,At Risk
C117477,47,7,501543.0,1,At Risk
C117478,195,10,1374519.43,0,Champions
C117479,11,10,851508.83,3,Loyal Customers
C117480,5,12,1173246.42,0,Champions
C117481,10,9,1102601.47,3,Loyal Customers
C117482,23,8,775795.4199999999,3,Loyal Customers
C117483,106,12,1008874.78,0,Champions
C117484,265,10,926176.43,3,Loyal Customers
C117485,20,6,650206.36,1,At Risk
C117486,263,5,534489.32,1,At Risk
C117487,37,9,1142799.39,3,Loyal Customers
C117488,48,9,942181.8099999999,3,Loyal Customers
C117489,243,9,633408.0,3,Loyal Customers
C117490,597,6,680350.91,2,New / Low Engagement
C117491,64,10,842520.0920000001,3,Loyal Customers
C117492,278,9,1008443.34,3,Loyal Customers
C117493,120,9,684962.96,3,Loyal Customers
C117494,343,8,340545.86,2,New / Low Engagement
C117495,216,10,990935.6,3,Loyal Customers
C117496,479,3,377845.31,2,New / Low Engagement
C117497,90,6,662135.7,1,At Risk
C117498,78,8,1384877.6400000001,0,Champions
C117499,263,6,459020.14,1,At Risk
C117500,273,7,980790.7,3,Loyal Customers
C117501,117,5,260302.22000000003,1,At Risk
C117502,867,1,17838.48,2,New / Low Engagement
C117503,152,7,603518.36,1,At Risk
C117504,287,5,445913.27,2,New / Low Engagement
C117505,22,6,673618.14,1,At Risk
C117506,37,13,1123490.87,0,Champions
C117507,124,9,947303.54,3,Loyal Customers
C117508,72,10,1291641.64,0,Champions
C117509,282,9,763893.74,3,Loyal Customers
C117510,172,9,1308770.4900000002,0,Champions
C117511,71,8,1616192.83,0,Champions
C117512,321,7,841411.47,2,New / Low Engagement
C117513,57,9,677832.752,3,Loyal Customers
C117514,13,7,380077.36,1,At Risk
C117515,35,5,578807.5,1,At Risk
C117516,124,7,399016.16000000003,1,At Risk
C117517,48,6,639566.8200000001,1,At Risk
C117518,227,7,647344.05,3,Loyal Customers
C117519,45,9,775370.13,3,Loyal Customers
C117520,276,5,150779.97,1,At Risk
C117521,117,6,792165.15,3,Loyal Customers
C117522,49,14,1185787.04,0,Champions
C117523,262,13,950170.36,0,Champions
C117524,12,6,390580.64,1,At Risk
C117525,65,8,662500.47,3,Loyal Customers
C117526,300,7,1052872.39,3,Loyal Customers
C117527,154,9,900321.22,3,Loyal Customers
C117528,49,10,1059276.85,3,Loyal Customers
C117529,47,9,673807.06,3,Loyal Customers
C117530,32,11,1016094.16,0,Champions
C117531,76,13,1168531.17,0,Champions
C117532,15,9,1212046.13,0,Champions
C117533,260,6,473213.214,1,At Risk
C117534,382,8,931613.33,2,New / Low Engagement
C117535,19,7,648911.9299999999,3,Loyal Customers
C117536,15,10,920679.59,3,Loyal Customers
C117537,23,6,674799.86,1,At Risk
C117538,100,9,997971.91,3,Loyal Customers
C117539,332,6,329566.36,2,New / Low Engagement
C117540,72,5,350765.6,1,At Risk
C117541,256,6,446417.69,1,At Risk
C117542,11,8,557958.94,3,Loyal Customers
C117543,77,5,627925.6,1,At Risk
C117544,10,13,940824.2000000001,0,Champions
C117545,267,7,860832.58,3,Loyal Customers
C117546,13,9,835429.222,3,Loyal Customers
C117547,46,5,882645.67,1,At Risk
C117548,282,9,979157.85,3,Loyal Customers
C117549,426,1,68106.9,2,New / Low Engagement
C117550,67,5,652226.08,1,At Risk
C117551,52,6,514764.08,1,At Risk
C117552,40,8,1240170.67,3,Loyal Customers
C117553,63,6,809516.72,3,Loyal Customers
C117554,84,9,1009539.53,3,Loyal Customers
C117555,7,5,803872.74,1,At Risk
C117556,65,7,746542.8,3,Loyal Customers
C117557,253,8,1172861.96,3,Loyal Customers
C117558,32,12,1823822.73,0,Champions
C117559,483,4,198264.66999999998,2,New / Low Engagement
C117560,17,6,231486.19,1,At Risk
C117561,100,7,588969.49,1,At Risk
C117562,23,6,714993.58,1,At Risk
C117563,502,4,443305.19,2,New / Low Engagement
C117564,78,11,1390732.77,0,Champions
C117565,152,6,427672.99,1,At Risk
C117566,52,7,1066300.44,3,Loyal Customers
C117567,428,9,1205433.48,2,New / Low Engagement
C117568,75,10,1578226.0,0,Champions
C117569,128,7,1017051.4099999999,3,Loyal Customers
C117570,185,12,1289922.0999999999,0,Champions
C117571,260,5,741723.6,1,At Risk
C117572,116,3,197268.09999999998,1,At Risk
C117573,108,11,1291120.04,0,Champions
C117574,33,6,542108.98,1,At Risk
C117575,23,9,944089.5199999999,3,Loyal Customers
C117576,25,14,1656751.4100000001,0,Champions
C117577,37,9,1171813.46,3,Loyal Customers
C117578,205,12,1022693.72,0,Champions
C117579,224,5,878489.5399999999,1,At Risk
C117580,274,7,591227.14,1,At Risk
C117581,198,7,966407.02,3,Loyal Customers
C117582,263,10,1272527.2082,0,Champions
C117583,65,7,1359540.62,3,Loyal Customers
C117584,235,3,407974.1,1,At Risk
C117585,16,7,296744.25,1,At Risk
C117586,104,10,1891521.5950000002,0,Champions
C117587,322,4,353958.13,2,New / Low Engagement
C117588,12,6,786468.9,3,Loyal Customers
C117589,211,6,423536.53,1,At Risk
C117590,211,2,38732.03,1,At Risk
C117591,102,8,601505.6799999999,3,Loyal Customers
C117592,33,9,466861.908,3,Loyal Customers
C117593,200,6,561373.0599999999,1,At Risk
C117594,387,8,710919.74,2,New / Low Engagement
C117595,180,9,1598271.098,0,Champions
C117596,299,4,420945.26,2,New / Low Engagement
C117597,25,10,999809.78,3,Loyal Customers
C117598,26,10,1526682.16,0,Champions
C117599,102,6,717758.46,1,At Risk
C117600,61,6,581562.28,1,At Risk
C117601,31,8,1087905.4100000001,3,Loyal Customers
C117602,76,10,838458.64,3,Loyal Customers
C117603,545,4,336484.57,2,New / Low Engagement
C117604,128,9,960247.59,3,Loyal Customers
C117605,284,5,562511.2,2,New / Low Engagement
C117606,164,10,1226084.05,0,Champions
C117607,80,6,1086264.17,3,Loyal Customers
C117608,34,5,364132.8,1,At Risk
C117609,79,7,670875.0025000001,3,Loyal Customers
C117610,46,9,363371.94,3,Loyal Customers
C117611,123,10,1641728.28,0,Champions
C117612,35,5,621478.45,1,At Risk
C117613,11,4,496320.01999999996,1,At Risk
C117614,93,8,1059497.89,3,Loyal Customers
C117615,179,8,764435.07,3,Loyal Customers
C117616,56,9,969242.612,3,Loyal Customers
C117617,76,6,569283.59,1,At Risk
C117618,11,8,525389.05,3,Loyal Customers
C117619,154,10,1175973.19,0,Champions
C117620,89,8,1325502.6,0,Champions
C117621,116,3,322987.11,1,At Risk
C117622,103,6,693931.56,1,At Risk
C117623,52,4,635135.62,1,At Risk
C117624,61,4,391372.43,1,At Risk
C117625,3,9,767716.66,3,Loyal Customers
C117626,134,10,1293505.74,0,Champions
C117627,242,7,709474.79,3,Loyal Customers
C117628,15,10,880671.2200000001,3,Loyal Customers
C117629,79,16,1159929.83,0,Champions
C117630,68,6,505135.95,1,At Risk
C117631,169,7,488220.5,1,At Risk
C117632,599,6,502863.94,2,New / Low Engagement
C117633,233,7,684719.11,3,Loyal Customers
C117634,275,9,1421116.15,0,Champions
C117635,56,15,1304861.63,0,Champions
C117636,57,6,819803.9,3,Loyal Customers
C117637,21,5,418987.6,1,At Risk
C117638,11,7,683927.12,3,Loyal Customers
C117639,126,10,956088.39,3,Loyal Customers
C117640,95,9,1119495.1,3,Loyal Customers
C117641,53,10,819205.65,3,Loyal Customers
C117642,105,4,620763.24,1,At Risk
C117643,6,7,1417546.92,3,Loyal Customers
C117644,140,11,1238608.52,0,Champions
C117645,33,11,907001.59,3,Loyal Customers
C117646,32,7,454361.18,1,At Risk
C117647,41,13,1864590.54,0,Champions
C117648,310,7,778473.78,2,New / Low Engagement
C117649,8,4,386344.65,1,At Risk
C117650,56,4,285670.33999999997,1,At Risk
C117651,120,4,446092.51,1,At Risk
C117652,26,10,889624.23,3,Loyal Customers
C117653,2,11,1263603.8699999999,0,Champions
C117654,332,6,541408.47,2,New / Low Engagement
C117655,25,6,884289.98,3,Loyal Customers
C117656,106,9,919918.11,3,Loyal Customers
C117657,142,11,893880.06,3,Loyal Customers
C117658,132,9,1090528.2179999999,3,Loyal Customers
C117659,120,3,115708.94999999998,1,At Risk
C117660,23,7,611145.2200000001,1,At Risk
C117661,70,11,1117156.37,0,Champions
C117662,275,8,823530.27,3,Loyal Customers
C117663,1,5,274866.63,1,At Risk
C117664,226,7,803256.48,3,Loyal Customers
C117665,205,8,689166.65,3,Loyal Customers
C117666,1,11,1090818.912,0,Champions
C117667,75,6,582014.11,1,At Risk
C117668,246,6,534405.66,1,At Risk
C117669,132,6,860891.84,3,Loyal Customers
C117670,346,5,532003.99,2,New / Low Engagement
C117671,50,10,650632.05,3,Loyal Customers
C117672,41,9,673543.35,3,Loyal Customers
C117673,140,7,532219.88,1,At Risk
C117674,83,5,460858.59,1,At Risk
C117675,36,7,954564.66,3,Loyal Customers
C117676,269,6,778215.4299999999,1,At Risk
C117677,89,7,910661.06,3,Loyal Customers
C117678,116,8,657767.61,3,Loyal Customers
C117679,107,7,689396.39,3,Loyal Customers
C117680,111,9,753863.17,3,Loyal Customers
C117681,19,5,334331.82,1,At Risk
C117682,53,11,949925.47,0,Champions
C117683,127,5,582743.05,1,At Risk
C117684,328,3,154769.29,2,New / Low Engagement
C117685,141,9,1311033.06,0,Champions
C117686,49,4,386859.48500000004,1,At Risk
C117687,60,6,335586.01,1,At Risk
C117688,85,10,571568.05,3,Loyal Customers
C117689,56,6,932110.194,3,Loyal Customers
C117690,84,8,1091358.61,3,Loyal Customers
C117691,201,5,450495.18,1,At Risk
C117692,58,7,610631.4099999999,1,At Risk
C117693,162,12,700235.9,3,Loyal Customers
C117694,134,9,545878.11,3,Loyal Customers
C117695,224,6,492823.53,1,At Risk
C117696,131,11,985643.9199999999,0,Champions
C117697,75,11,747636.69,3,Loyal Customers
C117698,126,7,356855.1,1,At Risk
C117699,457,6,798225.67,2,New / Low Engagement
C117700,181,9,824247.6900000001,3,Loyal Customers
C117701,131,8,728683.8795,3,Loyal Customers
C117702,24,13,1234126.05,0,Champions
C117703,499,3,187323.86,2,New / Low Engagement
C117704,184,12,1591575.9,0,Champions
C117705,51,11,855268.97,3,Loyal Customers
C117706,10,4,162712.72,1,At Risk
C117707,147,5,658806.88,1,At Risk
C117708,247,5,408393.44,1,At Risk
C117709,776,1,270792.36,2,New / Low Engagement
C117710,43,7,791919.45,3,Loyal Customers
C117711,11,12,1326990.1045,0,Champions
C117712,67,3,339785.91000000003,1,At Risk
C117713,221,5,175304.19,1,At Risk
C117714,567,8,391329.75,2,New / Low Engagement
C117715,323,10,1048107.6599999999,3,Loyal Customers
C117716,9,6,509324.49,1,At Risk
C117717,408,8,1128692.27,2,New / Low Engagement
C117718,246,6,1000324.33,3,Loyal Customers
C117719,63,7,765005.17,3,Loyal Customers
C117720,283,8,747751.29,3,Loyal Customers
C117721,21,6,649092.9299999999,1,At Risk
C117722,101,8,789101.6000000001,3,Loyal Customers
C117723,84,7,667250.2000000001,3,Loyal Customers
C117724,404,9,1079173.1600000001,2,New / Low Engagement
C117725,84,7,443792.97,1,At Risk
C117726,45,10,1205497.38,0,Champions
C117727,64,5,289419.69999999995,1,At Risk
C117728,247,5,551643.5599999999,1,At Risk
C117729,169,9,802564.12,3,Loyal Customers
C117730,10,10,1361147.9100000001,0,Champions
C117731,47,8,632096.79,3,Loyal Customers
C117732,191,10,939841.1799999999,3,Loyal Customers
C117733,56,14,1307133.71,0,Champions
C117734,360,5,409589.69,2,New / Low Engagement
C117735,74,7,1113994.48,3,Loyal Customers
C117736,169,10,1216654.33,0,Champions
C117737,14,8,594633.0,3,Loyal Customers
C117738,169,2,152927.19,1,At Risk
C117739,84,6,273194.08999999997,1,At Risk
C117740,54,13,1365418.07,0,Champions
C117741,274,5,727908.12,2,New / Low Engagement
C117742,51,6,762889.354,1,At Risk
C117743,43,6,649135.5499999999,1,At Risk
C117744,150,7,1229677.3599999999,3,Loyal Customers
C117745,243,6,591997.21,1,At Risk
C117746,19,9,865706.988,3,Loyal Customers
C117747,189,5,750966.65,1,At Risk
C117748,354,7,854577.2100000001,2,New / Low Engagement
C117749,399,3,442198.22000000003,2,New / Low Engagement
C117750,157,4,375517.41000000003,1,At Risk
C117751,79,12,978858.91,0,Champions
C117752,452,4,597512.39,2,New / Low Engagement
C117753,18,8,693223.52,3,Loyal Customers
C117754,255,8,1017508.23,3,Loyal Customers
C117755,96,2,144974.46,1,At Risk
C117756,5,8,1159450.96,3,Loyal Customers
C117757,198,8,444360.75,1,At Risk
C117758,61,11,973100.81,0,Champions
C117759,94,12,1246188.6,0,Champions
C117760,456,4,161912.85,2,New / Low Engagement
C117761,56,7,1015865.56,3,Loyal Customers
C117762,194,10,696403.3,3,Loyal Customers
C117763,41,8,1022379.39,3,Loyal Customers
C117764,106,15,1784132.6199999999,0,Champions
C117765,24,5,754463.39,1,At Risk
C117766,302,6,475543.99,2,New / Low Engagement
C117767,5,8,623061.47,3,Loyal Customers
C117768,170,7,681373.12,3,Loyal Customers
C117769,238,5,270057.01,1,At Risk
C117770,39,14,1665173.95,0,Champions
C117771,410,6,715491.04,2,New / Low Engagement
C117772,166,14,2043025.02,0,Champions
C117773,37,7,972967.6725000001,3,Loyal Customers
C117774,61,4,515289.61,1,At Risk
C117775,112,9,987341.3885,3,Loyal Customers
C117776,478,7,982180.882,2,New / Low Engagement
C117777,214,14,1417735.19,0,Champions
C117778,193,5,542687.85,1,At Risk
C117779,196,5,261320.96,1,At Risk
C117780,247,8,635338.62,3,Loyal Customers
C117781,39,10,1062831.6739999999,0,Champions
C117782,306,6,583536.79,2,New / Low Engagement
C117783,341,7,742326.89,2,New / Low Engagement
C117784,137,9,874535.3,3,Loyal Customers
C117785,61,7,478943.26,1,At Risk
C117786,22,5,301134.4,1,At Risk
C117787,2,11,1182258.28,0,Champions
C117788,54,6,767796.08,1,At Risk
C117789,272,7,496866.07,1,At Risk
C117790,133,5,266009.70999999996,1,At Risk
C117791,448,5,523196.14,2,New / Low Engagement
C117792,23,12,1372919.54,0,Champions
C117793,136,10,1160975.68,0,Champions
C117794,5,2,307021.93,1,At Risk
C117795,210,4,248895.11,1,At Risk
C117796,227,4,279098.02999999997,1,At Risk
C117797,200,4,274426.65,1,At Risk
C117798,507,5,316417.77,2,New / Low Engagement
C117799,615,5,591235.35,2,New / Low Engagement
C117800,431,7,896040.25,2,New / Low Engagement
C117801,34,9,897333.76,3,Loyal Customers
C117802,101,14,1590577.55,0,Champions
C117803,345,6,736590.28,2,New / Low Engagement
C117804,117,8,641360.98,3,Loyal Customers
C117805,56,3,254764.84000000003,1,At Risk
C117806,6,9,808855.98,3,Loyal Customers
C117807,50,3,56076.58,1,At Risk
C117808,69,5,333191.85,1,At Risk
C117809,116,9,1043221.74,3,Loyal Customers
C117810,8,6,879763.3300000001,3,Loyal Customers
C117811,63,8,640393.5599999999,3,Loyal Customers
C117812,264,8,881058.92,3,Loyal Customers
C117813,400,5,209456.34,2,New / Low Engagement
C117814,10,6,164843.38,1,At Risk
C117815,250,6,882171.65,3,Loyal Customers
C117816,203,11,868442.48,3,Loyal Customers
C117817,211,9,664445.41,3,Loyal Customers
C117818,68,4,399062.34,1,At Risk
C117819,270,7,335025.75,1,At Risk
C117820,241,7,662966.998,3,Loyal Customers
C117821,74,9,471525.20999999996,3,Loyal Customers
C117822,117,4,546920.8,1,At Risk
C117823,24,11,785235.08,3,Loyal Customers
C117824,145,13,895019.8300000001,0,Champions
C117825,254,12,1176386.24,0,Champions
C117826,354,8,389777.97,2,New / Low Engagement
C117827,315,6,485912.44,2,New / Low Engagement
C117828,25,8,1309886.42,0,Champions
C117829,26,10,1076579.15,0,Champions
C117830,55,7,658311.13,3,Loyal Customers
C117831,125,10,1130243.11,0,Champions
C117832,503,2,164764.51,2,New / Low Engagement
C117833,64,7,888674.23,3,Loyal Customers
C117834,79,12,1024365.5825,0,Champions
C117835,59,9,610808.13,3,Loyal Customers
C117836,135,5,704920.43,1,At Risk
C117837,90,10,1057966.77,3,Loyal Customers
C117838,57,4,393897.17,1,At Risk
C117839,51,10,1411105.1199999999,0,Champions
C117840,465,4,290863.59,2,New / Low Engagement
C117841,102,8,1365909.91,0,Champions
C117842,269,4,658180.1200000001,2,New / Low Engagement
C117843,139,8,376454.52999999997,1,At Risk
C117844,21,9,1048813.36,3,Loyal Customers
C117845,3,5,410104.48,1,At Risk
C117846,428,7,700274.26,2,New / Low Engagement
C117847,251,5,530982.29,1,At Risk
C117848,200,5,443387.95,1,At Risk
C117849,310,7,578852.95,2,New / Low Engagement
C117850,6,9,1054315.81,3,Loyal Customers
C117851,327,9,724381.14,3,Loyal Customers
C117852,103,13,1126000.45,0,Champions
C117853,381,7,818664.13,2,New / Low Engagement
C117854,14,9,804704.6,3,Loyal Customers
C117855,94,12,1281495.87,0,Champions
C117856,162,6,676985.61,1,At Risk
C117857,20,6,740855.21,1,At Risk
C117858,393,2,489387.75,2,New / Low Engagement
C117859,119,10,1585739.69,0,Champions
C117860,92,5,608339.45,1,At Risk
C117861,163,8,904688.03,3,Loyal Customers
C117862,462,7,814874.12,2,New / Low Engagement
C117863,48,8,916784.5499999999,3,Loyal Customers
C117864,33,12,1267985.73,0,Champions
C117865,431,4,220901.37,2,New / Low Engagement
C117866,191,6,589507.04,1,At Risk
C117867,14,7,759656.86,3,Loyal Customers
C117868,50,5,438795.84,1,At Risk
C117869,44,11,837720.92,3,Loyal Customers
C117870,181,6,433053.7,1,At Risk
C117871,77,9,726612.4,3,Loyal Customers
C117872,66,8,683761.62,3,Loyal Customers
C117873,1,9,911707.27,3,Loyal Customers
C117874,10,6,807104.28,3,Loyal Customers
C117875,156,7,787234.24,3,Loyal Customers
C117876,59,10,901961.2999999999,3,Loyal Customers
C117877,221,6,900565.28,3,Loyal Customers
C117878,181,8,1250508.2540000002,3,Loyal Customers
C117879,47,5,385554.62,1,At Risk
C117880,293,6,852890.03,2,New / Low Engagement
C117881,383,3,475395.22,2,New / Low Engagement
C117882,180,8,834017.08,3,Loyal Customers
C117883,7,9,1091547.61,3,Loyal Customers
C117884,367,8,1055372.85,2,New / Low Engagement
C117885,362,9,1107016.59,3,Loyal Customers
C117886,202,12,1700219.8,0,Champions
C117887,83,6,679224.68,1,At Risk
C117888,136,6,952948.44,3,Loyal Customers
C117889,92,15,1601535.97,0,Champions
C117890,42,11,1151133.9,0,Champions
C117891,74,8,660941.7,3,Loyal Customers
C117892,29,12,1197647.44,0,Champions
C117893,2,13,1297887.42,0,Champions
C117894,87,7,558131.77,1,At Risk
C117895,8,8,1162443.3,3,Loyal Customers
C117896,8,7,695458.53,3,Loyal Customers
C117897,60,6,782074.97,3,Loyal Customers
C117898,702,3,202773.99,2,New / Low Engagement
C117899,509,5,477047.72,2,New / Low Engagement
C117900,363,5,341706.98,2,New / Low Engagement
C117901,11,9,788656.5265,3,Loyal Customers
C117902,373,5,411181.07,2,New / Low Engagement
C117903,150,5,609576.66,1,At Risk
C117904,391,4,466790.23,2,New / Low Engagement
C117905,154,5,701912.5,1,At Risk
C117906,280,7,931133.12,3,Loyal Customers
C117907,166,5,931631.0800000001,3,Loyal Customers
C117908,180,7,941253.21,3,Loyal Customers
C117909,186,8,568934.3,3,Loyal Customers
C117910,34,15,2123475.56,0,Champions
C117911,896,2,169758.98,2,New / Low Engagement
C117912,213,9,781362.2,3,Loyal Customers
C117913,42,7,857158.17,3,Loyal Customers
C117914,23,11,908999.73,3,Loyal Customers
C117915,9,11,1468237.09,0,Champions
C117916,297,6,497404.94,2,New / Low Engagement
C117917,527,4,451033.53,2,New / Low Engagement
C117918,191,7,816837.204,3,Loyal Customers
C117919,21,7,864505.8400000001,3,Loyal Customers
C117920,119,8,807385.2000000001,3,Loyal Customers
C117921,79,8,1215834.08,3,Loyal Customers
C117922,294,5,369031.12,2,New / Low Engagement
C117923,95,5,524597.01,1,At Risk
C117924,170,5,588612.0,1,At Risk
C117925,93,6,414897.29,1,At Risk
C117926,188,8,738623.9400000001,3,Loyal Customers
C117927,85,13,1163394.11,0,Champions
C117928,151,10,813234.144,3,Loyal Customers
C117929,569,3,228271.16999999998,2,New / Low Engagement
C117930,173,3,48786.259999999995,1,At Risk
C117931,141,6,920070.23,3,Loyal Customers
C117932,229,9,736880.26,3,Loyal Customers
C117933,152,5,335355.67,1,At Risk
C117934,9,11,1180779.13,0,Champions
C117935,148,8,702581.65,3,Loyal Customers
C117936,271,5,582859.25,1,At Risk
C117937,14,12,1582762.45,0,Champions
C117938,263,5,889645.29,1,At Risk
C117939,22,12,1244831.45,0,Champions
C117940,262,6,481219.31,1,At Risk
C117941,89,8,935606.85,3,Loyal Customers
C117942,45,11,1245542.232,0,Champions
C117943,163,10,1360224.32,0,Champions
C117944,445,4,334335.17,2,New / Low Engagement
C117945,15,7,1554399.25,0,Champions
C117946,72,9,1042597.21,3,Loyal Customers
C117947,24,7,594939.42,1,At Risk
C117948,88,5,459113.79000000004,1,At Risk
C117949,1,8,1002069.6,3,Loyal Customers
C117950,132,6,671851.946,1,At Risk
C117951,131,9,1170212.16,3,Loyal Customers
C117952,179,7,448708.88,1,At Risk
C117953,429,3,157419.96,2,New / Low Engagement
C117954,582,2,293239.92000000004,2,New / Low Engagement
C117955,199,9,1163165.1600000001,3,Loyal Customers
C117956,345,5,339139.55,2,New / Low Engagement
C117957,66,3,191691.05,1,At Risk
C117958,564,7,592445.18,2,New / Low Engagement
C117959,15,17,1909569.8499999999,0,Champions
C117960,608,5,661745.96,2,New / Low Engagement
C117961,261,7,872689.99,3,Loyal Customers
C117962,43,5,695461.09,1,At Risk
C117963,43,6,381883.41000000003,1,At Risk
